id,anchor,target,context,score
bd8c7031dc2fea42,環醇,肌醇,C10,0.25
019ab77fb20c7009,環醇,木質素,C10,0.25
fc91b32f4e7afb78,環醇,木質素酸,C10,0.25
c97e47aecfeb4db0,環醇,氯化鈉,C10,0.0
3508ba7f253ae449,環醇,酚醇,C10,0.5
44ad65f5b142e856,環醇,酚醇,C10,0.5
ca062fb501ad77f6,環醇,酚類,C10,0.5
bcd520f44a75a396,環醇,酚酸,C10,0.25
5a753120bd59e955,環醇,酚類醇類,C10,0.5
b62e97453dca68ce,環醇,飽和的,C10,0.25
23da21d3e1ae198a,環醇,飽和醛,C10,0.25
a779e4125d167932,環醇,飽和醇,C10,0.5
c9387468eb7c108f,環醇,使醛飽和,C10,0.25
6aebfd63ff8e5500,環醇,氯化鈉,C10,0.0
a8ef171f2cd6afd6,環醇,甲苯,C10,0.25
b4da2f24926e2542,環醇,用作藥物,C10,0.25
9003fc8a0a5d80a3,DAC系統,10位DAC,H03,0.25
e3e82fb813ef3c51,DAC系統,到處走走,H03,0.25
34ab8c4696be7f98,DAC系統,廣告轉換系統,H03,0.25
f2443c73cbc7bb99,DAC系統,廣告系統,H03,0.25
2185abbaa31860e5,DAC系統,ADC,H03,0.25
6e684d115377db04,DAC系統,ADC系統,H03,0.25
e3b65af0a2372656,DAC系統,安卓系統,H03,0.0
caf21b70e9adf977,DAC系統,位數據轉換器,H03,0.75
441d5475e0dfce8e,DAC系統,常規過濾器,H03,0.25
f654e72d1e26e40f,DAC系統,常規過濾系統,H03,0.25
3d3599aff120e3e2,DAC系統,常規過濾系統,H03,0.25
99c646507c929737,DAC系統,轉換器系統,H03,0.5
fdf1fe81fd7d8dc8,DAC系統,電路,H03,0.75
2d2c2039dabf294c,DAC系統,達克,H03,0.75
1f2196ef27ca7211,DAC系統,daic系統,H03,0.5
44bd000d2115361f,DAC系統,大系統,H03,0.75
6a0a636d9d2f3c96,DAC系統,dac線潛水員,H03,0.75
70ef64537eb305d3,DAC系統,數模轉換器,H03,0.75
27b1e1660563f728,DAC系統,篩選,H03,0.25
194f2ca812b59cc7,DAC系統,過濾系統,H03,0.25
56cc4db91edc41bc,DAC系統,過濾,H03,0.25
52e6061fc1a00b41,DAC系統,過濾系統,H03,0.25
14531a1a1a503df4,DAC系統,集成電路系統,H03,0.5
3205c4a616eabe70,DAC系統,多位DAC,H03,0.5
ce3c20856d59834f,DAC系統,一位轉換器,H03,0.25
232b82abbfa163a3,DAC系統,過採樣位,H03,0.25
173c5a2cc685c283,DAC系統,流水線廣告,H03,0.25
34f31e02819b1fd2,DAC系統,流水線廣告轉換器,H03,0.5
f5eee33c918d8698,DAC系統,電源轉換,H03,0.0
3dfb474410d02d61,DAC系統,優先過濾器,H03,0.25
20d55e709efdd123,DAC系統,以前的過濾系統,H03,0.25
24b8cf7749d151e3,DAC系統,先前的過濾系統,H03,0.25
f2607f36944f1338,DAC系統,sigma delta 廣告轉換器,H03,0.5
d34165be2d576062,DAC系統,sigma delta 數模轉換器,H03,0.5
9056026c68b20f7e,DAC系統,太陽系,H03,0.0
3b2a82171b86c9e5,DAC系統,系統設計,H03,0.0
1e06f6988639ed1e,DAC系統,系統問題,H03,0.0
2e276b0a9bcca914,DAC系統,系統軟件,H03,0.0
5d1866783f2c2e08,DAC系統,時間交錯,H03,0.25
5ac80eb245f83a3c,數據輸出電路,放大器,H03,0.5
073ae4981a070fa3,數據輸出電路,放大電路,H03,0.25
15ee2c835f8e0d9e,數據輸出電路,緩衝,H03,0.25
c04a821fad8989a8,數據輸出電路,電路,H03,0.25
9d0b9df78d35d80a,數據輸出電路,數據分析,H03,0.0
ecf8d1a70ad4762d,數據輸出電路,數據分析,H03,0.0
b97780db71c63c7c,數據輸出電路,數據緩衝區,H03,0.25
fc37bec15bb4b764,數據輸出電路,數據緩衝區,H03,0.25
804ee9f0c403304a,數據輸出電路,數據電路,H03,0.5
c95f0013bdff9221,數據輸出電路,數據設備,H03,0.5
cd6df88e089127e8,數據輸出電路,數據設備電路,H03,0.5
601be4933aed38e5,數據輸出電路,數據 dq 緩衝區,H03,0.25
199717dd50663485,數據輸出電路,數據dq電路,H03,0.25
c94173329007bc2a,數據輸出電路,數據驅動,H03,0.25
a2067206cbacd4a4,數據輸出電路,數據輸入電路,H03,0.25
93da9187c14217a0,數據輸出電路,數據鎖存電路,H03,0.5
42ccd99b88fbedaa,數據輸出電路,資料櫃,H03,0.0
633e4f0df73d5ccb,數據輸出電路,數據輸出緩衝器,H03,0.75
59ae03e7817d9a4c,數據輸出電路,數據包,H03,0.25
55aa85eae9eb43ca,數據輸出電路,數據處理電路,H03,0.5
aefde8857ce3ecf4,數據輸出電路,數據處理存儲器,H03,0.5
3ee047f53066e4f2,數據輸出電路,數據提供電路,H03,0.5
057b636e14282abd,數據輸出電路,數據科學,H03,0.0
01f07ec7056b13e1,數據輸出電路,數據存儲電路,H03,0.5
1f781d36daf83442,數據輸出電路,數據存儲器,H03,0.5
2615875e00a62596,數據輸出電路,dq 緩衝區,H03,0.25
96d58d579ad92775,數據輸出電路,dq 緩衝區,H03,0.25
447ff2e6a3d86caa,數據輸出電路,dq電路,H03,0.25
3c7a278dd79857c4,數據輸出電路,dq 驅動程序,H03,0.5
26747b4c6375aaed,數據輸出電路,司機,H03,0.25
cdb2b033dee77101,數據輸出電路,電子產品,H03,0.25
1e00bb3a06027d60,數據輸出電路,記憶,H03,0.25
45264fa98db12d09,數據輸出電路,記憶電路,H03,0.25
9cd07da0781d0fcf,數據輸出電路,記憶裝置,H03,0.25
8b3f866bda7002fe,數據輸出電路,存儲設備電路,H03,0.25
3aac8bf93114aa20,數據輸出電路,記憶處理電路,H03,0.25
437319a0935f0f27,數據輸出電路,記憶儲存電路,H03,0.25
563649802f3976cc,數據輸出電路,監控輸出,H03,0.0
f8783da55edf4508,數據輸出電路,輸出控制電路,H03,0.5
1e33f14f3a051348,數據輸出電路,pcb熱數據,H03,0.5
9f283c2dd14e8639,數據輸出電路,處理器,H03,0.25
a0f66b1779705700,數據輸出電路,處理器電路,H03,0.25
b514c9aa425f30a0,數據輸出電路,重試電路,H03,0.25
65f8d35876021ba8,數據輸出電路,熱分析數據,H03,0.5
f67827ac98c944b9,數據輸出電路,導熱片,H03,0.0
4c74ed44153b4058,數據輸出電路,傳輸電路,H03,0.25
50854479b9c8fa6b,數據輸出電路,寫電路,H03,0.25
c7006d21d0805a42,數據樹,正文標題,G06,0.0
db39feef333f5fc5,數據樹,通訊網絡,G06,0.25
c11ee80af95d5388,數據樹,控制器,G06,0.25
532b231b4981ac69,數據樹,中心思想,G06,0.0
f8ee35fbf15eac5e,數據樹,日期節點,G06,0.5
50aa845d236ff6b5,數據樹,日節點,G06,0.0
0c2460db36fa93b3,數據樹,日節點,G06,0.5
1946c33801f1e160,數據樹,展示,G06,0.25
152c3c4938cd2ff0,數據樹,顯示環境,G06,0.5
a2af458a2c4cf788,數據樹,顯示模型,G06,0.5
337fa9215510f48b,數據樹,電子數據樹結構,G06,0.75
b27751d62aa0266d,數據樹,環境,G06,0.0
48d73682107023d6,數據樹,環境模型,G06,0.0
61a5672fcce43e13,數據樹,標題,G06,0.25
1c7b331da9f583ea,數據樹,分層數據結構,G06,0.5
5df37182677c3c0c,數據樹,水平,G06,0.5
0c087d848554701f,數據樹,節點,G06,0.25
348b99c5637e24ac,數據樹,節點控制器,G06,0.5
203a65f181072104,數據樹,節點控制器程序,G06,0.5
8e9f9b42c5f23433,數據樹,節點控制器,G06,0.5
e3751192f118b13c,數據樹,節點級程序,G06,0.5
755e0ccc157d2739,數據樹,節點樹,G06,0.5
b0a864c694a5389a,數據樹,節點,G06,0.25
3c8d3bbde3ba36bd,數據樹,非數據樹,G06,0.25
04f442afd0d47865,數據樹,號碼流程圖,G06,0.5
b1de43c55c1d59ab,數據樹,參數樹,G06,0.75
48106e305afab9fa,數據樹,查詢模式,G06,0.25
7fec4300b1d89bbb,數據樹,第二個數據樹,G06,0.5
fa73e6fe21d4d2d0,數據樹,服務器結構,G06,0.0
f6fcc8b91992cdf1,數據樹,基於樹的數據,G06,0.5
8836b4d200bac6b4,數據樹,樹數據,G06,0.5
d9e3e36bd44b4f99,數據樹,樹數據結構,G06,0.5
ac5a50c65618e668,數據樹,樹狀結構數據,G06,0.5
062ea3d824ea9a0f,數據樹,虛擬環境,G06,0.5
11ec6c61878f88b5,數據樹,虛擬模型,G06,0.5
0f19b028b86a14b4,減壓器,合適的解壓算法,G01,0.5
e0219cff724597df,減壓器,子彈減壓器,G01,0.0
9e78c96a74e1472f,減壓器,壓縮表演者,G01,0.25
449f259e28644e9f,減壓器,壓縮編碼器,G01,0.25
2f77f516f781e70f,減壓器,壓縮機,G01,0.25
5afc73b10f34f75e,減壓器,解壓,G01,1.0
07b0f3285cfe0fff,減壓器,解壓擴展器,G01,0.5
a0e1295f1931df97,減壓器,電腦解壓器,G01,0.0
a38cffb3c4ee5616,減壓器,減壓,G01,1.0
57d1ba054580372b,減壓器,減壓引擎,G01,0.5
4d73e1eb68dadcef,減壓器,解壓器電路,G01,0.75
9bb7b8e4380ddaff,減壓器,減壓器槓桿,G01,0.0
dbe957e2b8bf1ca6,減壓器,發動機氣門,G01,0.25
b208ec8102a22e48,減壓器,擴展牆,G01,0.0
6c67632d2857c588,減壓器,膨脹機,G01,0.25
cd0c4982a6f61d2e,減壓器,頭解壓模塊,G01,0.5
e1f9d60ff4c33b0e,減壓器,增加頭,G01,0.0
cad2046c4bdbc07e,減壓器,並行解壓器,G01,0.75
e53a2b4fe25757c6,減壓器,釋放物理壓力,G01,0.5
e9653a616696247d,減壓器,壓力,G01,0.25
14eab196b9bae431,減壓器,減壓器,G01,0.75
048a4780f97ff4ff,減壓器,恢復壓縮,G01,0.5
a95581cb5e46bc24,減壓器,未壓縮的數據包,G01,0.25
04a5519624a4850b,減壓器,音頻解壓器,H04,0.5
e9b293f0aecfcfbb,減壓器,自動減壓器,H04,0.5
2c7b7b14b3b45bf4,減壓器,壓縮單元,H04,0.25
f125e5ca4b39bd4f,減壓器,壓縮機,H04,0.25
45437f2c2d54f33b,減壓器,電腦終端,H04,0.0
067094bccebd96d8,減壓器,調節單元,H04,0.25
022a72f777cb7f91,減壓器,解碼器,H04,0.5
f5c981b224a735fd,減壓器,腐爛的葉子,H04,0.0
f0f195af6ba495e8,減壓器,解壓,H04,1.0
4705e7a22d5f3d10,減壓器,解壓算法,H04,0.5
79fa63df986c9ecb,減壓器,減壓裝置,H04,0.75
615dc77bf9f62bcd,減壓器,減壓裝置,H04,0.75
10c04d13d89d9a85,減壓器,解密,H04,0.25
0814cd3077360785,減壓器,嵌入式解壓器,H04,0.5
9b20e46d2439513d,減壓器,加密,H04,0.25
f44c6090a627806d,減壓器,加密機制,H04,0.25
24e3f525d463ed1b,減壓器,膨脹機,H04,0.75
16fbdaca997d19d4,減壓器,遺傳算法,H04,0.0
a6d9566d6e889f38,減壓器,頭解壓,H04,0.5
95b5b253708afb5f,減壓器,頭文件,H04,0.0
b9206dbd8231e048,減壓器,衛生單位,H04,0.0
af78174a33480eac,減壓器,物理減壓器,H04,0.75
77577baef07a960c,減壓器,按壓式開關,H04,0.0
bbe57255ad4fa47f,誘餌寡核苷酸,嵌合分子,C12,0.25
6c7d39d9ad19a7cf,誘餌寡核苷酸,氣候,C12,0.0
0e69b53fe6188067,誘餌寡核苷酸,cre轉錄因子誘餌寡核苷酸,C12,0.5
66dcbc0f3b78cea2,誘餌寡核苷酸,誘餌,C12,0.0
777044ac14ff0597,誘餌寡核苷酸,誘餌,C12,0.75
e80c995055482d7c,誘餌寡核苷酸,誘餌寡核苷酸,C12,0.75
98cd030d0ef928c7,誘餌寡核苷酸,誘餌低聚物,C12,0.5
fd66696073c3940f,誘餌寡核苷酸,誘餌的人,C12,0.0
b768929471359c88,誘餌寡核苷酸,誘餌受體,C12,0.25
513faa81be487255,誘餌寡核苷酸,誘餌RNA,C12,0.5
ec9f970825615365,誘餌寡核苷酸,誘餌句,C12,0.0
c6a75d380734655a,誘餌寡核苷酸,誘餌系統,C12,0.0
6973b92a4a3d7bfd,誘餌寡核苷酸,誘餌,C12,0.0
ed91e76cfcac6694,誘餌寡核苷酸,設備,C12,0.0
35246a8f1166de79,誘餌寡核苷酸,基因,C12,0.25
60e90f56456452ea,誘餌寡核苷酸,nfb 誘餌寡核苷酸,C12,0.5
9839b9cc1dd0d186,誘餌寡核苷酸,與誘餌有關,C12,0.0
ff752ab2231b8e76,誘餌寡核苷酸,驅蟲劑,C12,0.0
383f843445be76c5,誘餌寡核苷酸,stat3 誘餌寡核苷酸,C12,0.5
ed42e89a27a489ff,誘餌寡核苷酸,轉錄因子,C12,0.25
3e8a25605780fd03,誘餌寡核苷酸,轉錄因子誘餌,C12,0.5
86f54245566c87fd,誘餌寡核苷酸,轉錄因子,C12,0.25
862cef22981e118f,功率下降,減小文件大小,H01,0.0
e3618f806af41452,功率下降,減小圖像大小,H01,0.0
76b9c997a81b33e7,功率下降,降低圖像分辨率,H01,0.0
4e8896f70420da89,功率下降,減少符號,H01,0.0
e0334e4e5b223c4f,功率下降,工作功率下降,H01,0.75
920b862867e1569a,功率下降,白細胞計數減少,H01,0.0
8046347fcc0403a0,功率下降,降序,H01,0.0
67c5cae613a71f7c,功率下降,深度睡眠模式,H01,0.25
9a00018dced32c5e,功率下降,滿載功率,H01,0.25
f75c158ce743a2c9,功率下降,增加功率,H01,0.25
8edca112ec7ab83c,功率下降,初始輸出功率,H01,0.5
ef74270de5ea3430,功率下降,預期功率,H01,0.5
5ed6c1b30c4ddc51,功率下降,更少的功耗,H01,0.5
ba4319dd7fc6776f,功率下降,低電量,H01,0.5
776880ca87a94334,功率下降,低電壓,H01,0.5
41d2ab45df750c73,功率下降,降低能耗,H01,0.5
51d86ca58e627bd5,功率下降,最小電力,H01,0.5
823a422d4cd524e1,功率下降,最低限度,H01,0.25
078bcb56143bb1c8,功率下降,相位命令,H01,0.25
fb3bb30fbeff14be,功率下降,積極的,H01,0.0
dbff8bb6f8917598,功率下降,功率控制週期,H01,0.5
735232e0d571c2d5,功率下降,預定義的權力,H01,0.5
f8b5fa44feb112e1,功率下降,減少,H01,0.25
18f53d5b755bd3e5,功率下降,降低低功率,H01,0.75
e01d342253992e7c,功率下降,降低功率,H01,0.75
758a2c1331e063f3,功率下降,降壓,H01,0.5
b9ef3348c45717a2,功率下降,相對較低的功率,H01,0.75
1577d610c3394c30,功率下降,相對降低功率,H01,0.75
4ab8071968e38008,功率下降,待命時期,H01,0.25
828710db181225e6,功率下降,臨時過渡,H01,0.25
547d060a959349f2,由記憶定義,解決分裂模式,G06,0.25
52529ff2c32a6ddd,由記憶定義,面積直徑,G06,0.0
01283c328a56f419,由記憶定義,圓的面積,G06,0.0
f0a76a6b1a8a1aac,由記憶定義,細胞儲存區,G06,0.5
8e9d2891464ea0dc,由記憶定義,記憶控制,G06,0.5
c635f5ac4e93792b,由記憶定義,選舉定義,G06,0.0
152f7fcc824c3e59,由記憶定義,按存儲定義,G06,0.75
08604a06bc24983d,由記憶定義,定義區域,G06,0.0
eab2d49ac9991244,由記憶定義,定義記憶,G06,0.75
76eaa29d5a683241,由記憶定義,定義的內存數組,G06,0.5
4786271daca55628,由記憶定義,DSP單元,G06,0.25
2a7d755592228664,由記憶定義,人體細胞,G06,0.0
744c52140c450e0b,由記憶定義,在內存表示中,G06,0.75
0ed92a213114ef3c,由記憶定義,內部存儲器,G06,0.25
3dc8e7d256869673,由記憶定義,存儲單元存儲區,G06,0.75
daa9550e91bcac0d,由記憶定義,未定義的記憶,G06,0.25
c16d1438269e5eec,由記憶定義,多個存儲單元,G06,0.5
c37c1a55ee3ac7e7,由記憶定義,處理器確定,G06,0.5
972de61633e5442c,由記憶定義,代表分數,G06,0.0
30efef9d052f12e4,由記憶定義,半導體,G06,0.25
331fff00a52e74ea,由記憶定義,由存儲單元共享,G06,0.5
1454188eeaf7ca1e,由記憶定義,存儲空間,G06,0.25
9e2e6e9aa50cd8a1,由記憶定義,憑記憶存儲,G06,0.5
23004bd9ec4fac5e,由記憶定義,由存儲單元存儲,G06,0.5
5594f92e0712ae95,定義面板,手機,B65,0.25
863dcd2220ca7740,定義面板,控制面板,B65,0.0
01c36ec4f2d85000,定義面板,定義細菌,B65,0.0
a143ab74c60c21d4,定義面板,在面板之間定義,B65,0.25
9da032a2a1279508,定義面板,由底部面板定義,B65,0.5
d19a9b4f0ff4beb2,定義面板,按面板定義,B65,1.0
b383be364933dd71,定義面板,定義內部面板,B65,0.5
a577c0dc5ee67b03,定義面板,定義面板邊界,B65,0.5
c7447a71594ecadd,定義面板,定義面板,B65,1.0
7f98ddbd70e880d3,定義面板,定義無線網絡,B65,0.0
5fd5d2ce7f348d0f,定義面板,在面板內定義,B65,0.5
e802fd0e25f11dd8,定義面板,定義前面板,B65,0.5
8916ffb564599a7b,定義面板,定義每個面板,B65,0.75
d0624adf9f557b5e,定義面板,定義面板,B65,1.0
bf95cfb0bc4c26fd,定義面板,定義面板的邊緣,B65,0.5
32dadf2211813c54,定義面板,高密度纖維纏繞,B65,0.25
5d96a81163bb183a,定義面板,陪審團,B65,0.0
c2cee474e788882d,定義面板,安裝結構,B65,0.25
f310afde829fd9e8,定義面板,面板分析,B65,0.0
c8e00507d5291670,定義面板,面板數據模型,B65,0.0
7c97c802c66395ca,定義面板,口袋定義面板,B65,0.5
acde527f1bf20383,定義面板,瓶坯搬運裝置,B65,0.25
a93eca2214b4a1ec,定義面板,可密封的食品容器,B65,0.25
eb1ea7c6c743c7f4,定義面板,側壁磁鐵,B65,0.25
aaf85b41930b0ccb,定義面板,安排,C02,0.25
e7ab59f580fd7184,定義面板,委員會,C02,0.0
8255fb3dcaeaa07a,定義面板,建造,C02,0.25
b509dca01ab0b1a4,定義面板,定義一個詞,C02,0.0
4be13907f60a77c4,定義面板,在面板之間定義,C02,0.75
f07b70455e9b8c90,定義面板,按面板定義,C02,0.75
d1458017f7b6b705,定義面板,定義門,C02,0.5
af4bd2289443ff21,定義面板,定義部分,C02,0.5
5a6f932ef8244681,定義面板,定義太陽能電池板,C02,0.5
a74b93f9d5ba98c3,定義面板,定義牆,C02,0.5
7b88e8d0a69b7e2d,定義面板,顯示面,C02,0.25
ef9017406674b9c3,定義面板,平板,C02,0.75
616eae4663a297bd,定義面板,平坦的表面,C02,0.75
5f1b8eec017ab9ca,定義面板,地面,C02,0.25
402a1ed5b3efed36,定義面板,樂器,C02,0.25
9fbad65b6cdd9381,定義面板,面板,C02,0.0
0f5cdbd63786b90c,定義面板,面板定義,C02,0.75
635d12b352f22d9b,定義面板,小組訪談,C02,0.0
19007c050a948036,定義面板,一塊金屬,C02,0.25
5e607d25997ccf11,定義面板,份量控制,C02,0.0
7586145de8195785,定義面板,矩形窗格,C02,0.75
cb8d22912228c489,定義面板,太陽能,C02,0.0
0651bf777c35ca91,偏轉光線,彎矩,H01,0.25
96be3bd8ed36a131,偏轉光線,導致光,H01,0.25
28febf38bb10ec4f,偏轉光線,改變光線,H01,0.5
0a6b40969dfca8ee,偏轉光線,偏轉,H01,0.5
f09e8f2e1c8d76b2,偏轉光線,按順序偏轉,H01,0.5
84c534244f71e4d6,偏轉光線,偏轉光束,H01,0.5
f6574009245e2458,偏轉光線,偏轉光線,H01,0.75
5823e6ee5e5616bd,偏轉光線,偏轉旋轉,H01,0.5
88e39425458f51f8,偏轉光線,偏轉,H01,0.5
a24b08fa288d243b,偏轉光線,分散光,H01,0.5
3f3e52f15bc277dd,偏轉光線,轉移光束,H01,0.5
763e1e003619c7be,偏轉光線,轉移標誌,H01,0.0
ad60c58d0705710d,偏轉光線,電燈泡,H01,0.25
a9ccd771b6a33418,偏轉光線,入射燈,H01,0.5
e919a5369c7ea823,偏轉光線,傳入消息,H01,0.0
7c61503755721b34,偏轉光線,鐵樑,H01,0.0
33b0e93e7c3bfa50,偏轉光線,引領,H01,0.25
73a377a5c75b3b3c,偏轉光線,軟風,H01,0.0
adf821c5dc836191,偏轉光線,輕組分,H01,0.25
9538ac57376bf416,偏轉光線,輕型組件,H01,0.25
207d79fa9947bf40,偏轉光線,輕的,H01,0.0
2bfce32b4d01fe37,偏轉光線,重定向光,H01,0.5
12972bf5e4ba0fbb,偏轉光線,反射光束,H01,0.5
314fbadd1d2f3399,偏轉光線,反射光線,H01,0.5
b74903f18c1957c5,偏轉光線,折射,H01,0.5
a23f3a059b644caf,偏轉光線,折射光,H01,0.5
cb2c2a1fe7955186,偏轉光線,旋轉,H01,0.0
ede9c4b734b291cb,偏轉光線,按順序旋轉,H01,0.5
aef77f6e1067b7f6,偏轉光線,旋轉,H01,0.25
75b4b150c0a46aa6,偏轉光線,分離光,H01,0.25
bcc535b3748d458c,偏轉光線,購物,H01,0.0
8969cdb934c23a99,偏轉光線,旅行,H01,0.25
c83189853e158139,偏轉光線,相干射線,H04,0.25
07b234c8a993cd1d,偏轉光線,配置為偏轉光線,H04,0.75
7fd378580269bb48,偏轉光線,收斂角,H04,0.25
9690907ef0e3a674,偏轉光線,會聚光路,H04,0.25
1402d294e27cdcce,偏轉光線,白天,H04,0.0
031c07afc63deb5f,偏轉光線,偏轉光束,H04,0.5
e76df410e8ec7bb3,偏轉光線,偏轉光線,H04,0.5
f09832adce54073b,偏轉光線,偏轉力矩,H04,0.0
1d7652d598109ebc,偏轉光線,偏光,H04,0.75
92f3f077f2ba1328,偏轉光線,分散光,H04,0.5
a24134b16f56af3f,偏轉光線,發散通信數據,H04,0.25
e57c145b959c5683,偏轉光線,轉移光束,H04,0.5
e8101ef025233f7a,偏轉光線,入射燈,H04,0.25
7efb1f749dfa72fa,偏轉光線,淺色,H04,0.0
86fc9d5cfbdc50d2,偏轉光線,淺綠色,H04,0.0
166bdb678686dfef,偏轉光線,淺灰色,H04,0.0
2da64b55490948d1,偏轉光線,燈塔,H04,0.0
85c1e7a898ec6aa8,偏轉光線,光線,H04,0.25
aa705e6564576901,偏轉光線,重定向光,H04,0.75
ac583752b272a110,偏轉光線,反射光束,H04,0.5
0c56db7af195b977,偏轉光線,反射光線,H04,0.5
2e767d109f8a8ced,解調器,放大器,B65,0.25
2013d1c32531dd7e,解調器,放大器裝置,B65,0.25
6f687177818722fa,解調器,幅度檢測器,B65,0.75
928526ee3ecaa926,解調器,血液信息,B65,0.0
de29240a761d0136,解調器,大腦活動信息,B65,0.0
1f9e0b35ec32b00c,解調器,腦液含量,B65,0.0
6bb3d1219d3485cc,解調器,載波,B65,0.25
c2ce5ebe8b7cfe6a,解調器,電路,B65,0.25
923bf177054fae17,解調器,彩色解調器,B65,0.5
c498db12c471cc1e,解調器,彩電,B65,0.0
a9bf83bfa8883ebf,解調器,比較器,B65,0.25
0257162ccc04930b,解調器,比較放大器,B65,0.25
8a3ee070eaa0f603,解調器,比較器裝置,B65,0.25
06c42e88860536f1,解調器,軟件定義無線電中的計算機程序,B65,0.5
de022d8fa9ff924a,解調器,控制放大器,B65,0.25
97ebd5cec7510c2c,解調器,控制電路,B65,0.25
19363eaacaf24374,解調器,解調,B65,0.75
f1e0858cf87ae125,解調器,解調系統,B65,0.75
7caf20f224e4d236,解調器,解調器,B65,1.0
9c1e68f6a778f7b9,解調器,解調器裝置,B65,1.0
6728bc07daf7a26d,解調器,教育體制,B65,0.0
4347088d1e3f75d9,解調器,電子電路,B65,0.25
5b0f96fd0ea0974e,解調器,電子電路恢復信息,B65,0.5
e7023f9bcb508e1c,解調器,磁場探測器,B65,0.0
5cab79bb6d12c0b0,解調器,調製器,B65,0.25
c7edb036657aea02,解調器,單穩態,B65,0.25
d788908ca5c23c08,解調器,包裝機,B65,0.25
39c6eafc324bf829,解調器,產品插入系統,B65,0.25
e921faa2c16a454e,解調器,調節器,B65,0.25
d094b4452351ccbf,解調器,信號放大器,B65,0.25
370b3c70ebb01d4e,解調器,信號電路,B65,0.25
39e529543d045868,解調器,單幅切紙機構,B65,0.25
704e3692b8420f52,解調器,放大器,F01,0.25
dac517ddab8393e7,解調器,載波信號,F01,0.25
7615696ab9fc6036,解調器,載波信號,F01,0.25
1db3ca531b69aa36,解調器,壓縮文件,F01,0.0
a56a3a80321573ce,解調器,轉換,F01,0.25
b2e22b9a8f3b1896,解調器,要求,F01,0.0
f78d5f997ec6f38a,解調器,過失,F01,0.0
fb21966f6c675a0e,解調器,民主,F01,0.0
90a282ddfc589411,解調器,解調信號,F01,0.5
b99760a16920dea8,解調器,解調裝置,F01,0.5
568872cf48113471,解調器,解調信號,F01,0.5
1ce103573e2946b5,解調器,解調電路,F01,0.5
2b5c25ae1f30e1ad,解調器,解調轉換器,F01,0.5
a700e27849f59d13,解調器,數字橫向均衡器,F01,0.5
6d6f75164c29d99c,解調器,逆調製器,F01,0.75
9a4c7ff574ed9faf,解調器,調製器,F01,0.25
693d28bad9896ee8,解調器,模塊聯合,F01,0.0
69bb82d4800914df,解調器,輸出,F01,0.25
4a70b9fc01907ce0,解調器,無線電頻率,F01,0.25
2badfe9b749625ac,解調器,接收者,F01,0.25
b2be98afa3fe88fd,解調器,恢復元件,F01,0.25
23a76db8b9c58f2e,解調器,反滲透,F01,0.0
04aab542cdebcd7a,解調器,信號解調器,F01,0.5
b997cfe3fd12e876,解調器,電池,H02,0.25
ac64f464546c7c4d,解調器,電路,H02,0.5
d832c5b2e44dcc44,解調器,數據解調器,H02,0.5
31641d5325267caa,解調器,解調部分,H02,0.75
cd16be58f5c9216f,解調器,解調部分,H02,0.5
a1cb11fa520a8629,解調器,記憶,H02,0.25
6efd16b03a443670,解調器,調製器,H02,0.25
3da90dd99422c2be,解調器,電源電路,H02,0.25
3cbb4951c699cc1b,解調器,動力單元,H02,0.25
a793dcf8763458bf,解調器,接收者,H02,0.5
da6bd2e4a6ef7923,解調器,開關電路,H02,0.5
bbbad6efcc35c586,解調器,開關單元,H02,0.5
87990f558dc20eb5,解調器,到,H03,0.5
1d5a9ec168027afe,解調器,數字探測器,H03,0.5
f1711a3b669be597,解調器,解調單元,H03,0.75
e03fa9b7c1d83250,解調器,解調器單元,H03,0.75
46552c35a6a7baea,解調器,數字解調器,H03,0.5
364a2950ceeaf04a,解調器,數字探測器,H03,0.5
770561f3bf45b625,解調器,內部解碼器,H03,0.5
8b43ec8165bdffe7,解調器,內交織器,H03,0.25
a5f8febbfc4d7ded,解調器,交織器,H03,0.25
e9777f092731afcb,解調器,混合器,H03,0.5
f3d1ca6172f8c0eb,解調器,外解碼器,H03,0.5
4d6a643c090d028d,解調器,外交織器,H03,0.25
56d584ec99362af4,解調器,接收者,H03,0.25
f1735f7b4f988f72,牙齒矯正器,矯正器,A61,0.5
e4b455fdb6a05411,牙齒矯正器,儀器,A61,0.25
a3c8260a12f7293b,牙齒矯正器,器具,A61,0.25
61af2ea16d05157e,牙齒矯正器,電器,A61,0.25
327ea8b68a505fc2,牙齒矯正器,拱,A61,0.25
830cc55b4bec0358,牙齒矯正器,自動化設備,A61,0.25
a693955bd30a56bf,牙齒矯正器,自動化設備,A61,0.25
3b44a932162d3151,牙齒矯正器,大括號,A61,0.5
b23a6f9c194f7ad1,牙齒矯正器,清晰的矯正器,A61,0.75
0418d19d8ef2be81,牙齒矯正器,正確的咬合,A61,0.25
7b270ef8531debc3,牙齒矯正器,公共汽車上的凹痕,A61,0.0
69a29bb304e09fcb,牙齒矯正器,汽車凹痕,A61,0.0
68af36a765e66ae1,牙齒矯正器,車輛凹痕,A61,0.0
52acc80f20f9dc73,牙齒矯正器,牙齒矯正器,A61,1.0
afd86122fa678eb8,牙齒矯正器,牙科器械,A61,0.5
88e3e66810024720,牙齒矯正器,牙科診所,A61,0.0
181aeb0f7cc2c66f,牙齒矯正器,牙病,A61,0.0
